Unique_ID,First_Name,Last_Name,Age_at_First_Offense,Current_Age,Gender,Education_Level,Employment_Status,Marital_Status,Substance_Abuse_History,Mental_Health_Issues,Family_Criminal_History,Prior_Convictions,Type_of_Crimes_Committed,Length_of_Prison_Stay,In_Prison_Behavior,Discharge_Status,Neighborhood_Crime_Rates,Access_to_Support_Services,Social_Support,Recidivism_of_Peers,Number_of_Reoffenses,Socioeconomic_Status,Dependents,Gang_Affiliation,Committed_Juvenile_Crime,Address
500,William,Varghese,16,37,Other,Higher Secondary,Unemployed,Single,No,No,No,8,Cybercrime,6,Average,Completed Sentence,5.67,Yes,Moderate,High,1,High,5,Yes,Yes,"966, Nagar Path, Jamshedpur-259161"
501,Bhavna,Bhargava,14,45,Male,Postgraduate,Unemployed,Single,Yes,Yes,Yes,0,Drug Trafficking,19,Poor,Parole,5.26,Yes,Weak,High,5,Middle,5,Yes,Yes,"86/43, Devi Zila, Katihar-512193"
502,Yutika,Tara,23,31,Female,Primary,Unemployed,Single,Yes,Yes,No,1,Theft,16,Poor,Parole,2.52,Yes,Moderate,High,3,Low,4,Yes,No,"74/711, Bala Zila, Panihati-250318"
503,Ganga,Kala,11,70,Female,Graduate,Unemployed,Married,Yes,Yes,Yes,7,Murder,17,Average,Escaped,7.61,Yes,Moderate,Moderate,4,High,4,No,No,"H.No. 949, Karnik Marg, Hindupur 958413"
504,Christopher,Sangha,11,54,Female,Primary,Employed,Widowed,No,Yes,Yes,8,Theft,5,Average,Completed Sentence,4.18,No,Weak,Low,1,High,0,No,No,"45/237, Majumdar Circle, Sonipat-862809"
505,Vasana,Batra,20,49,Male,No Formal Education,Self-Employed,Divorced,Yes,No,Yes,0,Cybercrime,12,Average,Completed Sentence,7.61,Yes,Weak,Low,4,Middle,3,No,No,"47/788, Goda, Haldia 273489"
506,Alka,Sanghvi,12,21,Male,Postgraduate,Unemployed,Widowed,Yes,No,No,10,Murder,4,Average,Escaped,8.22,Yes,Moderate,Low,0,High,1,No,Yes,"H.No. 990, Mohan Marg, Bijapur 569921"
507,Pranav,Sarma,23,53,Other,No Formal Education,Unemployed,Divorced,No,Yes,No,7,Theft,14,Good,Completed Sentence,6.7,Yes,Moderate,Moderate,5,Low,5,No,No,"H.No. 30, Jaggi Path, Durgapur 980797"
508,Bhavna,Gopal,17,56,Female,Primary,Self-Employed,Single,Yes,Yes,Yes,3,Murder,5,Good,Completed Sentence,7.83,Yes,Weak,Low,2,Low,5,Yes,No,"44, Dar Path, Nagpur 916644"
509,Arunima,Gopal,13,18,Female,No Formal Education,Unemployed,Divorced,No,Yes,No,10,Cybercrime,5,Average,Completed Sentence,5.64,No,Moderate,Low,5,High,1,Yes,No,"359, Deep Street, Durgapur 394295"
510,Neel,Mander,18,58,Female,No Formal Education,Employed,Single,Yes,No,Yes,10,Assault,14,Average,Completed Sentence,4.71,Yes,Weak,Moderate,5,Low,2,Yes,No,"39, Savant, Aurangabad 828029"
511,Anthony,Pradhan,16,55,Female,Graduate,Self-Employed,Divorced,Yes,Yes,No,3,Theft,1,Poor,Escaped,7.59,No,Moderate,Moderate,5,Middle,2,No,Yes,"513, Wali Nagar, Amroha 314099"
512,Brinda,Raja,16,43,Male,No Formal Education,Unemployed,Widowed,No,Yes,Yes,8,Cybercrime,15,Good,Escaped,6.31,Yes,Strong,Moderate,0,Middle,3,No,Yes,"H.No. 44, Kara Zila, Khora -477375"
513,Hredhaan,Jaggi,25,43,Female,Postgraduate,Unemployed,Married,No,Yes,No,1,Assault,16,Good,Parole,5.21,No,Strong,High,1,Middle,4,No,Yes,"84/763, Mall Road, Hosur-852359"
514,Henry,Talwar,15,28,Female,Higher Secondary,Self-Employed,Divorced,Yes,Yes,No,3,Drug Trafficking,18,Average,Completed Sentence,6.46,No,Weak,Moderate,1,Middle,4,Yes,No,"H.No. 40, Shere Chowk, Ahmedabad-177837"
515,Pavani,Prakash,26,29,Male,Graduate,Employed,Single,No,No,No,9,Theft,10,Average,Parole,9.11,No,Moderate,High,3,Middle,5,No,Yes,"20, Bhargava Zila, Singrauli-945308"
516,Gayathri,Dubey,25,26,Male,Secondary,Self-Employed,Divorced,No,Yes,No,8,Assault,5,Poor,Escaped,3.01,No,Moderate,Moderate,1,High,3,Yes,Yes,"46/34, Dutt Street, Thane-912123"
517,Om,Srinivasan,15,59,Other,Secondary,Employed,Widowed,Yes,No,No,8,Drug Trafficking,1,Average,Parole,5.49,Yes,Moderate,Low,2,Middle,1,Yes,Yes,"371, Aggarwal Zila, Ozhukarai-086266"
518,Omya,Deep,18,47,Other,Secondary,Employed,Divorced,No,Yes,No,2,Cybercrime,19,Average,Parole,3.27,Yes,Moderate,Moderate,2,High,4,Yes,No,"030, Yadav Street, Berhampore-637860"
519,Sara,Bansal,11,60,Other,Postgraduate,Self-Employed,Single,No,No,No,4,Drug Trafficking,20,Average,Completed Sentence,2.35,Yes,Moderate,High,5,Middle,5,No,Yes,"H.No. 71, Ganguly Chowk, Davanagere 365859"
520,George,Dyal,10,42,Female,Higher Secondary,Employed,Widowed,No,Yes,No,4,Murder,9,Poor,Parole,2.88,Yes,Strong,High,1,High,1,Yes,No,"17/042, Bakshi Nagar, Gandhidham-671704"
521,Ishani,Hari,17,30,Male,No Formal Education,Unemployed,Single,Yes,No,Yes,8,Drug Trafficking,3,Poor,Parole,5.08,No,Moderate,Moderate,2,High,1,Yes,No,"H.No. 75, Butala Zila, Kolkata-331077"
522,Ekantika,Shetty,11,52,Female,Secondary,Self-Employed,Married,No,Yes,No,3,Murder,6,Average,Escaped,3.8,No,Weak,Moderate,2,Middle,3,No,Yes,"H.No. 34, Jain Zila, Jaipur-852925"
523,Advika,Mutti,20,43,Male,No Formal Education,Employed,Widowed,No,No,Yes,4,Murder,19,Average,Escaped,1.84,No,Strong,Moderate,1,Middle,2,No,No,"H.No. 07, Varughese, Sonipat 035225"
524,Mahika,Banik,25,67,Male,Secondary,Employed,Single,No,No,Yes,8,Fraud,17,Poor,Completed Sentence,2.97,Yes,Moderate,High,4,Low,0,Yes,Yes,"H.No. 35, Dar, Berhampore 818375"
525,Zarna,D’Alia,16,45,Female,No Formal Education,Self-Employed,Single,Yes,No,No,1,Drug Trafficking,2,Good,Parole,7.0,Yes,Weak,Low,1,Middle,4,Yes,Yes,"23/273, Chad Road, Sangli-Miraj & Kupwad 118416"
526,Siya,Bhasin,21,31,Female,Graduate,Self-Employed,Divorced,Yes,Yes,No,1,Fraud,18,Poor,Completed Sentence,4.58,No,Moderate,Low,2,Middle,4,No,Yes,"01, Butala Ganj, Tadipatri 757847"
527,Idika,Jhaveri,17,26,Female,Secondary,Employed,Single,Yes,No,Yes,7,Fraud,12,Poor,Escaped,8.84,Yes,Moderate,Moderate,5,High,2,Yes,No,"111, Nagar Road, Ujjain 408855"
528,Kevin,Pingle,28,60,Female,No Formal Education,Employed,Single,No,No,No,10,Drug Trafficking,4,Good,Completed Sentence,8.15,Yes,Moderate,Moderate,5,High,0,Yes,No,"86/053, Subramanian Zila, Begusarai 898190"
529,Harita,Divan,14,63,Male,Higher Secondary,Unemployed,Widowed,Yes,No,No,3,Drug Trafficking,1,Average,Parole,8.52,No,Moderate,Moderate,4,Low,4,No,No,"150, Sundaram Street, Kavali 549297"
530,Avni,Jain,30,45,Male,Secondary,Employed,Divorced,No,Yes,Yes,0,Murder,14,Average,Parole,3.57,Yes,Weak,Moderate,3,High,3,No,No,"H.No. 506, Chhabra Path, Madhyamgram-441133"
531,Vrinda,Pandey,23,69,Other,Postgraduate,Unemployed,Widowed,No,Yes,Yes,1,Fraud,2,Average,Parole,1.62,Yes,Moderate,Moderate,5,Low,5,No,No,"822, Basak, Bhind-692719"
532,Benjamin,Vasa,17,64,Male,Graduate,Self-Employed,Divorced,Yes,Yes,No,2,Assault,5,Poor,Completed Sentence,3.24,Yes,Strong,Low,1,Middle,1,Yes,Yes,"45, Kalita Street, Gorakhpur 175357"
533,Ekalinga,Shroff,14,36,Other,No Formal Education,Self-Employed,Widowed,Yes,Yes,Yes,2,Theft,15,Average,Parole,9.36,No,Strong,Low,1,High,5,Yes,Yes,"859, Saini, Bally 347302"
534,Wazir,Chokshi,15,33,Female,Higher Secondary,Employed,Single,Yes,No,No,10,Fraud,4,Good,Completed Sentence,2.17,No,Weak,High,0,High,1,No,No,"25/01, Konda Marg, Guntakal 353828"
535,Hemal,Bala,23,62,Female,No Formal Education,Unemployed,Widowed,No,No,Yes,2,Drug Trafficking,5,Average,Escaped,4.65,No,Moderate,Moderate,4,High,2,Yes,Yes,"83, Chakrabarti Path, Dhule 589965"
536,Om,Manne,18,47,Other,Postgraduate,Employed,Single,No,Yes,Yes,8,Theft,10,Poor,Completed Sentence,4.47,No,Moderate,High,0,Middle,2,No,Yes,"71, Devan Street, Muzaffarnagar-569880"
537,Baljiwan,Grewal,25,68,Female,Secondary,Employed,Single,No,Yes,Yes,10,Fraud,7,Poor,Parole,2.8,Yes,Strong,Moderate,5,High,1,Yes,Yes,"28, Srivastava Marg, Khandwa 232068"
538,Nimrat,Sarin,14,18,Other,Secondary,Self-Employed,Divorced,Yes,No,Yes,3,Murder,9,Good,Escaped,7.92,Yes,Moderate,High,3,Middle,0,Yes,No,"H.No. 51, Manda Street, Shivpuri 655095"
539,Dev,Saxena,29,40,Male,No Formal Education,Unemployed,Married,Yes,No,No,4,Drug Trafficking,17,Poor,Parole,1.9,Yes,Weak,Moderate,5,Low,0,Yes,No,"H.No. 46, Ramakrishnan Circle, Thoothukudi-348390"
540,Upasna,Vala,26,29,Female,No Formal Education,Self-Employed,Divorced,No,Yes,No,6,Cybercrime,3,Poor,Escaped,9.35,Yes,Moderate,Moderate,2,Low,5,No,No,"H.No. 27, Gulati Circle, Amritsar-588413"
541,Devika,Iyengar,28,36,Other,Graduate,Self-Employed,Single,Yes,No,Yes,3,Theft,4,Average,Parole,4.04,Yes,Strong,Low,1,Middle,2,Yes,Yes,"06/54, Mane Chowk, Khammam 165131"
542,Ishita,Arya,15,25,Other,Higher Secondary,Employed,Single,No,No,No,1,Cybercrime,6,Good,Completed Sentence,5.82,Yes,Weak,High,1,High,5,No,No,"32, Khatri Nagar, Tiruppur-112405"
543,Yadavi,Balasubramanian,14,18,Female,Graduate,Unemployed,Single,No,No,No,7,Theft,7,Average,Completed Sentence,1.32,Yes,Moderate,Low,4,Low,1,No,Yes,"82, Tara Street, Berhampur-172118"
544,Yashvi,Bahl,18,55,Female,Secondary,Self-Employed,Widowed,Yes,No,Yes,4,Murder,8,Average,Completed Sentence,9.9,Yes,Weak,High,1,Low,4,Yes,Yes,"58, Kari Circle, Agra-595991"
545,Azaan,Mahal,24,54,Male,No Formal Education,Self-Employed,Widowed,Yes,Yes,Yes,8,Drug Trafficking,7,Poor,Escaped,9.46,Yes,Moderate,Low,0,Middle,5,No,No,"H.No. 768, Butala Road, Bidar-541806"
546,Riya,Gopal,18,19,Other,Postgraduate,Employed,Widowed,Yes,No,Yes,5,Fraud,3,Average,Completed Sentence,7.85,No,Strong,High,5,Middle,0,Yes,No,"812, Oza Chowk, Giridih-038957"
547,Xavier,Manda,28,43,Male,Postgraduate,Self-Employed,Married,Yes,Yes,Yes,5,Theft,18,Good,Escaped,7.94,No,Strong,Moderate,3,Middle,1,Yes,Yes,"49/37, Tata Marg, Kolhapur-559230"
548,Jagvi,Murthy,25,36,Other,No Formal Education,Unemployed,Single,No,No,No,7,Fraud,3,Good,Parole,2.05,Yes,Strong,Moderate,1,Middle,1,Yes,Yes,"H.No. 063, Chakrabarti, Hospet-451007"
549,Girindra,Banerjee,16,38,Other,No Formal Education,Unemployed,Divorced,Yes,No,No,6,Drug Trafficking,16,Poor,Escaped,4.51,Yes,Moderate,Low,3,Middle,3,Yes,No,"81/244, Mand Chowk, Khora  320119"
550,Pushti,Murty,20,27,Female,Graduate,Unemployed,Single,Yes,Yes,Yes,4,Assault,8,Average,Completed Sentence,5.89,Yes,Weak,Low,4,Middle,5,Yes,Yes,"H.No. 27, Devan Zila, Sangli-Miraj & Kupwad 772364"
551,Harrison,Andra,21,51,Other,Graduate,Unemployed,Married,No,Yes,Yes,5,Assault,8,Poor,Completed Sentence,1.82,No,Strong,Moderate,0,Middle,2,Yes,No,"H.No. 284, Banik Circle, Dhanbad-085099"
552,Hemangini,Mand,10,30,Other,Secondary,Self-Employed,Single,Yes,No,Yes,1,Fraud,14,Average,Completed Sentence,9.58,No,Strong,Low,1,Low,4,Yes,No,"31, Bora Street, Sagar 144635"
553,Ria,Babu,16,56,Female,Higher Secondary,Self-Employed,Divorced,Yes,Yes,Yes,4,Theft,17,Average,Parole,4.74,No,Strong,High,0,Low,2,Yes,Yes,"59, Sarraf Chowk, Ujjain-098394"
554,Lakshit,Bhagat,26,59,Male,Secondary,Self-Employed,Married,No,Yes,Yes,8,Drug Trafficking,8,Average,Parole,9.95,No,Moderate,High,3,Middle,1,Yes,Yes,"90/801, Chandra Street, Dharmavaram-310599"
555,Siya,Kaul,10,20,Other,Postgraduate,Employed,Married,No,Yes,Yes,6,Theft,20,Average,Parole,9.85,No,Moderate,Moderate,4,Low,2,No,Yes,"422, Dara Circle, Saharsa 666592"
556,Aditya,Munshi,27,37,Male,Postgraduate,Unemployed,Widowed,No,No,No,2,Theft,5,Average,Completed Sentence,5.21,No,Moderate,Low,2,High,5,No,No,"12/833, Mitra Zila, Panvel 461386"
557,Charan,Gupta,11,22,Female,No Formal Education,Unemployed,Single,Yes,Yes,Yes,5,Theft,20,Average,Escaped,9.81,Yes,Strong,Low,2,Low,3,Yes,Yes,"60, Acharya Path, Burhanpur-603551"
558,Aayush,Mann,21,30,Female,Secondary,Unemployed,Divorced,No,Yes,No,1,Theft,4,Poor,Completed Sentence,5.97,No,Moderate,Low,0,Low,1,No,Yes,"577, Lata Marg, Panipat 097728"
559,Mugdha,Sem,11,69,Male,No Formal Education,Unemployed,Widowed,Yes,No,Yes,0,Murder,16,Poor,Completed Sentence,5.19,Yes,Weak,Low,2,Middle,1,No,No,"175, Dhar Zila, Jammu-810212"
560,Vasudha,Ganguly,29,31,Male,Postgraduate,Employed,Divorced,Yes,No,Yes,4,Drug Trafficking,3,Good,Escaped,1.48,No,Moderate,Low,2,High,4,Yes,Yes,"564, Hayer Nagar, Patna-995008"
561,Adya,Wali,25,30,Female,Postgraduate,Unemployed,Divorced,No,Yes,Yes,2,Assault,13,Average,Parole,9.53,No,Weak,High,2,Middle,0,No,Yes,"H.No. 24, Dar, Bilaspur-919611"
562,Isaiah,Krishnamurthy,12,55,Female,Postgraduate,Unemployed,Widowed,No,Yes,Yes,10,Cybercrime,10,Average,Escaped,5.19,Yes,Moderate,Moderate,4,Low,5,No,Yes,"46/524, Kale Chowk, Uluberia-011911"
563,Urvi,Pandey,30,69,Female,Higher Secondary,Self-Employed,Single,Yes,No,No,1,Murder,4,Good,Escaped,7.24,Yes,Weak,High,4,Middle,5,Yes,No,"086, Pau Nagar, Khammam-721329"
564,Chakradhar,Chaudhari,25,45,Other,Graduate,Self-Employed,Married,Yes,No,Yes,3,Fraud,17,Poor,Escaped,4.2,No,Weak,Low,5,Middle,1,Yes,No,"H.No. 74, Buch Marg, Allahabad-997816"
565,Xalak,Sehgal,27,69,Male,Primary,Unemployed,Divorced,Yes,No,Yes,0,Drug Trafficking,16,Good,Completed Sentence,5.06,Yes,Weak,Low,4,Low,1,Yes,Yes,"H.No. 87, Nair Road, Maheshtala-980220"
566,Girish,Minhas,26,64,Female,Graduate,Employed,Married,Yes,No,Yes,1,Fraud,3,Poor,Parole,7.61,Yes,Weak,Moderate,5,Low,0,Yes,Yes,"77/711, Rana Chowk, Ongole 062784"
567,Vivaan,Prashad,14,27,Female,Postgraduate,Unemployed,Single,No,No,Yes,0,Assault,2,Good,Completed Sentence,8.54,No,Weak,Moderate,4,High,4,Yes,Yes,"H.No. 70, Shukla Chowk, Thanjavur 409881"
568,Lipika,Venkataraman,18,33,Other,Postgraduate,Unemployed,Divorced,No,Yes,No,5,Fraud,7,Good,Parole,2.14,No,Moderate,Low,3,High,4,No,Yes,"42, Rana Street, Ambarnath-890690"
569,Nihal,Verma,20,47,Other,Higher Secondary,Employed,Divorced,Yes,No,Yes,7,Fraud,9,Poor,Completed Sentence,2.1,Yes,Strong,Moderate,3,Middle,0,No,No,"42/267, Gara Circle, Kurnool 514784"
570,Ayush,Thakkar,25,57,Female,No Formal Education,Employed,Married,No,Yes,No,4,Drug Trafficking,19,Average,Completed Sentence,9.33,Yes,Weak,High,1,Middle,4,No,No,"H.No. 091, Issac Chowk, Bahraich-815472"
571,Janya,Tripathi,21,42,Other,No Formal Education,Self-Employed,Widowed,Yes,No,No,0,Cybercrime,3,Poor,Completed Sentence,2.1,Yes,Moderate,Moderate,4,Middle,2,No,Yes,"H.No. 886, Dhar Path, Raiganj 762940"
572,Karan,Aurora,28,64,Male,Secondary,Employed,Widowed,No,No,Yes,10,Drug Trafficking,2,Poor,Parole,3.23,No,Weak,High,4,Middle,4,Yes,No,"711, Kapoor Zila, Tirupati-895699"
573,Yasti,Sodhi,22,67,Other,Graduate,Employed,Divorced,Yes,Yes,No,8,Murder,17,Poor,Parole,1.97,Yes,Strong,Moderate,0,Low,4,No,Yes,"66, Dass Path, Aligarh 544102"
574,Bimala,Vig,28,70,Other,Postgraduate,Self-Employed,Single,No,Yes,No,2,Assault,16,Good,Completed Sentence,1.73,No,Weak,Moderate,2,Low,0,Yes,No,"96/13, Natt Circle, Ranchi-411148"
575,Bhavna,Sama,22,52,Other,Secondary,Employed,Widowed,Yes,Yes,Yes,9,Theft,20,Good,Completed Sentence,8.72,No,Weak,Low,4,Middle,1,No,No,"22, Naik Chowk, Firozabad 234140"
576,Dhruv,Prasad,24,67,Female,Higher Secondary,Employed,Married,Yes,No,Yes,8,Fraud,6,Average,Completed Sentence,6.63,No,Moderate,Low,3,High,5,No,Yes,"77/14, Raghavan Circle, Durgapur-161343"
577,Divya,Chada,28,69,Female,Secondary,Unemployed,Widowed,No,Yes,No,2,Murder,12,Average,Escaped,1.09,Yes,Weak,Moderate,3,High,1,Yes,Yes,"416, Comar Ganj, Jalgaon-391854"
578,Pahal,Jhaveri,16,18,Female,Higher Secondary,Self-Employed,Married,Yes,No,No,6,Drug Trafficking,11,Average,Escaped,7.78,Yes,Strong,High,4,Middle,1,No,Yes,"357, Goel Nagar, Pune-855273"
579,Bhanumati,Sem,11,43,Female,Graduate,Employed,Single,No,No,Yes,2,Cybercrime,5,Average,Escaped,7.74,Yes,Moderate,High,2,Middle,4,No,No,"039, Balasubramanian Nagar, Visakhapatnam 480187"
580,Devika,Choudhry,18,68,Male,Secondary,Unemployed,Single,Yes,Yes,No,2,Drug Trafficking,9,Poor,Parole,3.84,No,Strong,High,0,Middle,3,No,Yes,"819, Sood Marg, Gurgaon 420684"
581,Pushti,Mahajan,15,66,Female,No Formal Education,Employed,Single,Yes,No,No,6,Murder,4,Poor,Escaped,5.84,No,Weak,Moderate,2,Low,5,No,No,"97/74, Gola Circle, Morbi 873683"
582,Indira,Chawla,17,23,Other,Secondary,Self-Employed,Divorced,Yes,No,Yes,9,Assault,10,Average,Parole,4.26,No,Weak,Moderate,1,Middle,0,No,Yes,"H.No. 583, Bava Ganj, Meerut 850039"
583,Henry,Krishna,18,46,Female,No Formal Education,Unemployed,Single,No,No,Yes,7,Fraud,14,Poor,Escaped,5.01,No,Strong,Moderate,1,High,5,Yes,No,"45/951, Mangat Chowk, Rajpur Sonarpur-564684"
584,Yashoda,Rajan,18,64,Other,Secondary,Unemployed,Widowed,Yes,Yes,Yes,7,Drug Trafficking,1,Poor,Parole,4.12,No,Moderate,Moderate,4,High,2,No,Yes,"59/94, Madan, Tiruppur 124305"
585,Tanay,Pandit,30,39,Female,Graduate,Employed,Divorced,No,Yes,Yes,7,Drug Trafficking,10,Good,Escaped,3.5,Yes,Weak,High,2,Low,4,Yes,Yes,"63/69, Sidhu Circle, Ahmedabad-469689"
586,Vrishti,Rajagopalan,22,62,Other,Higher Secondary,Employed,Widowed,Yes,No,Yes,5,Assault,14,Good,Completed Sentence,6.5,No,Weak,Low,3,Low,5,No,No,"H.No. 572, Sangha Nagar, Surendranagar Dudhrej-467748"
587,Garima,Kaur,21,51,Female,No Formal Education,Employed,Single,Yes,Yes,No,3,Assault,4,Average,Parole,4.09,No,Strong,Moderate,5,Middle,1,Yes,Yes,"96, Lad Road, Imphal-034166"
588,Jairaj,Grewal,16,41,Female,Postgraduate,Employed,Single,Yes,No,No,8,Murder,8,Good,Parole,6.34,Yes,Moderate,Low,0,Middle,2,Yes,No,"18, Chad Zila, Kota 750314"
589,Devika,Ramachandran,21,50,Male,Postgraduate,Unemployed,Single,No,Yes,Yes,7,Cybercrime,18,Good,Escaped,7.01,No,Weak,Low,0,Low,5,No,No,"50/574, Gara Road, Bhiwani-674141"
590,Yashodhara,Bala,20,54,Other,Graduate,Employed,Widowed,No,No,No,8,Drug Trafficking,13,Average,Parole,5.36,No,Strong,High,5,High,3,No,No,"097, Kalla Marg, Aurangabad-135931"
591,Dalaja,Sibal,24,43,Male,Graduate,Unemployed,Married,No,No,No,4,Murder,13,Good,Completed Sentence,9.26,Yes,Moderate,High,5,High,1,Yes,No,"17, Walia, Asansol 076175"
592,Udant,Ahluwalia,22,29,Other,Primary,Self-Employed,Widowed,No,Yes,Yes,9,Murder,19,Good,Completed Sentence,5.68,No,Moderate,Low,4,High,4,No,Yes,"60/72, Mane Zila, Akola-451087"
593,Anika,Sarna,14,56,Other,Higher Secondary,Unemployed,Widowed,No,Yes,No,0,Cybercrime,2,Poor,Completed Sentence,6.23,No,Strong,Low,2,Low,0,Yes,No,"56, Sampath Road, Adoni 923386"
594,Udyati,Kadakia,12,22,Other,Primary,Employed,Single,No,No,Yes,5,Cybercrime,15,Good,Escaped,2.53,No,Strong,High,3,Middle,5,No,Yes,"H.No. 77, Dhar Ganj, Latur 179089"
595,Finn,Kurian,27,47,Female,Graduate,Unemployed,Single,No,No,No,8,Drug Trafficking,10,Average,Completed Sentence,1.48,No,Weak,Low,0,Low,5,Yes,No,"634, Arya Marg, Firozabad 126173"
596,Indira,Bhatnagar,26,50,Other,Postgraduate,Employed,Single,No,Yes,Yes,8,Fraud,17,Good,Completed Sentence,6.95,Yes,Strong,Low,0,Middle,5,Yes,No,"92/224, Chandra Street, Khandwa-869506"
597,Avni,Sachar,14,19,Male,Postgraduate,Employed,Married,No,No,Yes,2,Assault,1,Good,Parole,3.53,Yes,Moderate,Low,1,High,0,Yes,No,"516, Varma Road, Ahmednagar-800668"
598,Noah,Sinha,29,62,Male,Postgraduate,Unemployed,Widowed,Yes,Yes,No,10,Assault,5,Poor,Completed Sentence,5.47,Yes,Strong,Low,4,High,5,Yes,No,"931, Bala Chowk, Ghaziabad-292490"
599,Yashica,Lalla,20,49,Female,Higher Secondary,Unemployed,Single,Yes,Yes,No,10,Fraud,7,Average,Escaped,7.83,Yes,Moderate,Low,1,Middle,5,No,Yes,"57/05, Ramaswamy, Begusarai 592245"
600,Reva,Hari,23,35,Other,Higher Secondary,Employed,Widowed,Yes,Yes,No,7,Theft,5,Poor,Parole,9.2,No,Weak,Low,4,Low,3,No,Yes,"H.No. 145, Nanda Ganj, Pimpri-Chinchwad-502157"
601,Nirja,Vasa,18,33,Male,Secondary,Unemployed,Divorced,No,Yes,No,0,Murder,16,Poor,Escaped,4.52,No,Moderate,High,1,Low,3,No,Yes,"53/155, Chhabra Path, Srikakulam 639654"
602,Daniel,Dhar,23,47,Female,Secondary,Unemployed,Married,No,Yes,Yes,7,Assault,8,Good,Parole,8.1,No,Moderate,Low,5,High,5,No,No,"904, Kamdar Road, Moradabad-311573"
603,Anthony,Baria,25,43,Female,Higher Secondary,Unemployed,Married,Yes,Yes,No,6,Theft,1,Good,Escaped,1.14,Yes,Weak,Moderate,4,Middle,3,Yes,No,"50, Goswami Road, Kulti-584070"
604,Chasmum,Sule,17,60,Male,Postgraduate,Self-Employed,Single,Yes,No,No,7,Cybercrime,17,Poor,Escaped,4.89,No,Moderate,High,0,High,5,Yes,Yes,"50/59, Bandi Chowk, Mangalore 646097"
605,Anay,Sharaf,20,31,Male,Higher Secondary,Employed,Divorced,Yes,Yes,No,4,Fraud,13,Good,Parole,2.4,Yes,Strong,High,5,High,3,Yes,Yes,"H.No. 748, Sankaran Zila, Vijayawada 528270"
606,Gunbir,Kapur,12,39,Other,Graduate,Unemployed,Married,No,No,Yes,7,Assault,3,Average,Completed Sentence,9.22,Yes,Moderate,Moderate,4,High,0,Yes,Yes,"68/250, Sant Zila, Mehsana-203761"
607,Devika,Savant,14,30,Male,Secondary,Unemployed,Married,No,No,No,8,Assault,19,Poor,Escaped,5.01,Yes,Weak,High,4,Low,2,Yes,Yes,"65/67, Salvi Path, Rewa-623985"
608,Ojas,Arya,30,69,Female,Postgraduate,Unemployed,Divorced,Yes,No,Yes,5,Assault,5,Good,Parole,4.01,Yes,Strong,Low,1,High,3,Yes,No,"024, Kothari, Tinsukia 298419"
609,Manbir,Mann,11,48,Female,Secondary,Self-Employed,Single,Yes,Yes,Yes,7,Murder,3,Average,Parole,6.78,No,Moderate,Moderate,0,Middle,2,No,Yes,"H.No. 443, Misra Marg, Chandigarh 602066"
610,Kamya,Gole,28,45,Other,Secondary,Self-Employed,Single,Yes,Yes,No,0,Murder,8,Average,Completed Sentence,1.73,No,Moderate,Moderate,3,Middle,2,No,Yes,"27, Gill Ganj, Tezpur 423677"
611,Jasmit,Mandal,20,33,Other,Higher Secondary,Unemployed,Widowed,No,No,Yes,3,Drug Trafficking,2,Good,Parole,7.34,No,Weak,Low,0,Middle,3,No,No,"52/14, Kuruvilla, Hubli–Dharwad-847235"
612,Aarini,Mishra,28,42,Male,No Formal Education,Employed,Married,Yes,No,No,2,Fraud,14,Average,Escaped,8.41,No,Strong,Moderate,5,High,3,Yes,Yes,"H.No. 575, Kaur Road, Kanpur 165542"
613,Wriddhish,Kala,14,46,Other,Higher Secondary,Employed,Married,No,No,Yes,9,Murder,3,Poor,Escaped,5.92,Yes,Weak,Moderate,3,High,4,Yes,Yes,"H.No. 73, Oak Chowk, Patiala-560528"
614,Sneha,Master,30,45,Male,Higher Secondary,Self-Employed,Divorced,No,Yes,No,3,Murder,18,Good,Completed Sentence,7.48,No,Weak,High,0,Low,3,No,Yes,"909, Menon Path, Ujjain-062322"
615,Januja,Balay,10,43,Male,Postgraduate,Unemployed,Divorced,Yes,No,Yes,8,Murder,11,Poor,Escaped,4.9,No,Weak,High,0,Low,2,Yes,Yes,"65/615, Mohanty Zila, Jorhat-642913"
616,Lipika,Desai,29,59,Male,Primary,Unemployed,Divorced,Yes,Yes,No,2,Assault,14,Good,Parole,1.06,No,Weak,Low,4,Low,4,Yes,Yes,"62, Pillai Chowk, Imphal 558073"
617,Naveen,Seth,14,56,Female,No Formal Education,Self-Employed,Widowed,Yes,Yes,No,10,Drug Trafficking,15,Average,Completed Sentence,5.45,No,Moderate,Low,0,High,5,No,Yes,"H.No. 650, Ahluwalia Zila, Dibrugarh 417329"
618,Pahal,Mall,16,57,Male,Graduate,Unemployed,Married,No,No,Yes,1,Theft,15,Average,Escaped,3.18,No,Strong,Low,5,Middle,4,Yes,No,"61, Amble Ganj, Kakinada-823975"
619,Nikita,Aggarwal,15,43,Other,Graduate,Employed,Widowed,Yes,Yes,Yes,10,Fraud,18,Good,Parole,2.04,No,Moderate,Low,2,High,4,No,No,"21/047, Chauhan Ganj, Bahraich-523517"
620,Chasmum,Ghose,14,66,Other,Primary,Self-Employed,Married,Yes,No,No,10,Murder,3,Good,Completed Sentence,3.76,Yes,Moderate,Moderate,3,High,1,No,Yes,"97/11, Shah Marg, Singrauli-003726"
